0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.8800532675866671,-0.10079497805736233,-1.3264022375702913,0.7809114767511333,1.4712320549664533,-0.23215503157853282,0.3963833102828333,-0.7088672967893137,-0.7003994876590512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1471407539559129,-1.6493675191718675,0.8537761529188079,-1.379950722598139,-1.113041622335352,-0.5113184213139115,-0.4589294844355161,2.502538089753017,-0.19000593743521582,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.17761317843554847,0.5487935036086473,0.35065806280593886,-0.34611029066965887,-0.5030601116317244,-0.31758539766453275,-0.4698393441059521,-0.27224642437461144,-0.00044804717692346305,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.44202978994110237,-1.2514945741514365,0.18295203276831587,-0.5467645415067959,-0.4029385313549035,-0.24354942978010888,-0.17688940851091078,1.2620324139096457,-0.25869901136087325,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.11618305657062256,1.219261615042493,1.356894243031677,-0.2239635667600799,-1.0566646306710683,0.7228066821917888,-0.46118072531989157,-0.7424842534596412,0.9357356860633624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.702682725603946,1.1763423760752745,-1.4941082676079145,2.111937478546299,1.7201426887232987,2.9632152909259575,2.478026778966406,-1.6822975963326106,-0.26813390271127335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5007890369423366,-0.4418289309320174,0.01524600273069284,-0.48071516549121557,-0.19467077558859222,0.2555795944614141,0.40901046267917146,0.5730095517719787,-0.3958651954680126,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5851642316014776,0.2796782754898719,-0.8232841474574223,1.8118565802539806,0.4944870446580859,2.203249264381226,0.8413641607297839,-1.3678383905745073,0.4156056085574784,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.41265016644048524,-0.5497070180658369,0.5183640928435619,-0.7826171540548253,-0.7951117868814427,0.29679191254192616,0.007137612500066991,0.5850045232239574,-0.02394107695632921,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.08680343307000545,-0.8745012588988417,-1.4941082676079145,-0.6089811335052178,1.159589285949028,-1.0658158566670886,0.29880985994749437,0.4176729898624698,-1.1914870856164719,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
